frame,vehicle_id,vehicle_type,detected,plate_detected,plate_text,individual_toll,total_toll
3129,98,Truck,True,False,,1000,14500
3129,97,Truck,True,True,DETECTED,1000,14500
3130,97,Truck,True,True,DETECTED,1000,14500
3131,97,Truck,True,True,DETECTED,1000,14500
3132,97,Truck,True,True,DETECTED,1000,14500
3133,97,Truck,True,True,DETECTED,1000,14500
3134,97,Truck,True,True,DETECTED,1000,14500
3135,97,Truck,True,True,DETECTED,1000,14500
3136,97,Truck,True,True,DETECTED,1000,14500
3137,97,Truck,True,True,DETECTED,1000,14500
3138,97,Truck,True,True,DETECTED,1000,14500
3139,97,Truck,True,True,DETECTED,1000,14500
3140,97,Truck,True,True,DETECTED,1000,14500
3141,97,Truck,True,True,DETECTED,1000,14500
3142,97,Truck,True,True,DETECTED,1000,14500
3145,100,Truck,True,True,DETECTED,1000,15500
3146,100,Truck,True,True,DETECTED,1000,15500
3147,100,Truck,True,True,DETECTED,1000,15500
3148,100,Truck,True,True,DETECTED,1000,15500
3149,100,Truck,True,True,DETECTED,1000,15500
3150,100,Truck,True,True,DETECTED,1000,15500
3150,97,Truck,True,True,DETECTED,1000,15500
3151,100,Truck,True,True,DETECTED,1000,15500
3152,100,Truck,True,True,DETECTED,1000,15500
3153,100,Truck,True,True,DETECTED,1000,15500
3154,100,Truck,True,True,DETECTED,1000,15500
3155,100,Truck,True,True,DETECTED,1000,15500
3156,100,Truck,True,True,DETECTED,1000,15500
3157,100,Truck,True,True,DETECTED,1000,15500
3158,100,Truck,True,True,DETECTED,1000,15500
3159,100,Truck,True,True,DETECTED,1000,15500
3160,100,Truck,True,True,DETECTED,1000,15500
3161,100,Truck,True,True,DETECTED,1000,15500
3162,100,Truck,True,True,DETECTED,1000,15500
3163,100,Truck,True,True,DETECTED,1000,15500
3164,100,Truck,True,True,DETECTED,1000,15500
3165,100,Truck,True,True,DETECTED,1000,15500
3166,100,Truck,True,True,DETECTED,1000,15500
3167,100,Truck,True,True,DETECTED,1000,15500
3168,100,Truck,True,True,DETECTED,1000,15500
3169,100,Truck,True,True,DETECTED,1000,15500
3170,100,Truck,True,True,DETECTED,1000,15500
3171,100,Truck,True,True,DETECTED,1000,15500
3172,100,Truck,True,True,DETECTED,1000,15500
3173,100,Truck,True,True,DETECTED,1000,15500
3174,100,Truck,True,True,DETECTED,1000,15500
3175,100,Truck,True,True,DETECTED,1000,15500
3176,100,Truck,True,True,DETECTED,1000,15500
3177,100,Truck,True,True,DETECTED,1000,15500
3178,100,Truck,True,True,DETECTED,1000,15500
3179,100,Truck,True,True,DETECTED,1000,15500
3183,100,Truck,True,True,DETECTED,1000,15500
3184,100,Truck,True,True,DETECTED,1000,15500
3185,100,Truck,True,True,DETECTED,1000,15500
3186,100,Truck,True,True,DETECTED,1000,15500
3187,97,Truck,True,True,DETECTED,1000,15500
3188,97,Truck,True,True,DETECTED,1000,15500
3189,97,Truck,True,True,DETECTED,1000,15500
3190,97,Truck,True,True,DETECTED,1000,15500
3191,97,Truck,True,True,DETECTED,1000,15500
3192,97,Truck,True,True,DETECTED,1000,15500
3193,97,Truck,True,True,DETECTED,1000,15500
3194,97,Truck,True,True,DETECTED,1000,15500
3195,97,Truck,True,True,DETECTED,1000,15500
3196,97,Truck,True,True,DETECTED,1000,15500
3197,97,Truck,True,True,DETECTED,1000,15500
3198,97,Truck,True,True,DETECTED,1000,15500
3199,97,Truck,True,True,DETECTED,1000,15500
3200,97,Truck,True,True,DETECTED,1000,15500
3201,97,Truck,True,True,DETECTED,1000,15500
3202,97,Truck,True,True,DETECTED,1000,15500
3203,97,Truck,True,True,DETECTED,1000,15500
3204,97,Truck,True,True,DETECTED,1000,15500
3205,97,Truck,True,True,DETECTED,1000,15500
3206,97,Truck,True,True,DETECTED,1000,15500
3207,97,Truck,True,True,DETECTED,1000,15500
3208,97,Truck,True,True,DETECTED,1000,15500
3209,97,Truck,True,True,DETECTED,1000,15500
3210,97,Truck,True,True,DETECTED,1000,15500
3211,97,Truck,True,True,DETECTED,1000,15500
3212,97,Truck,True,True,DETECTED,1000,15500
3213,97,Truck,True,True,DETECTED,1000,15500
3214,97,Truck,True,True,DETECTED,1000,15500
3217,100,Truck,True,True,DETECTED,1000,15500
3218,-1,None,False,False,,0,15500
3219,100,Truck,True,True,DETECTED,1000,15500
3220,-1,None,False,False,,0,15500
3221,100,Truck,True,True,DETECTED,1000,15500
3222,-1,None,False,False,,0,15500
3223,100,Truck,True,True,DETECTED,1000,15500
3224,100,Truck,True,True,DETECTED,1000,15500
3225,100,Truck,True,True,DETECTED,1000,15500
3226,100,Truck,True,True,DETECTED,1000,15500
3227,100,Truck,True,True,DETECTED,1000,15500
3228,100,Truck,True,True,DETECTED,1000,15500
3229,100,Truck,True,True,DETECTED,1000,15500
3230,100,Truck,True,True,DETECTED,1000,15500
3231,100,Truck,True,True,DETECTED,1000,15500
3232,100,Truck,True,True,DETECTED,1000,15500
3233,100,Truck,True,True,DETECTED,1000,15500
3234,100,Truck,True,True,DETECTED,1000,15500
3235,100,Truck,True,True,DETECTED,1000,15500
3236,100,Truck,True,True,DETECTED,1000,15500
3237,100,Truck,True,True,DETECTED,1000,15500
3239,97,Truck,True,True,DETECTED,1000,15500
3240,97,Truck,True,True,DETECTED,1000,15500
3241,97,Truck,True,True,DETECTED,1000,15500
3244,100,Truck,True,True,DETECTED,1000,15500
3245,100,Truck,True,True,DETECTED,1000,15500
3246,100,Truck,True,True,DETECTED,1000,15500
3246,97,Truck,True,True,DETECTED,1000,15500
3247,100,Truck,True,True,DETECTED,1000,15500
3247,97,Truck,True,True,DETECTED,1000,15500
3248,100,Truck,True,True,DETECTED,1000,15500
3249,100,Truck,True,True,DETECTED,1000,15500
3250,100,Truck,True,True,DETECTED,1000,15500
3251,100,Truck,True,True,DETECTED,1000,15500
3252,100,Truck,True,True,DETECTED,1000,15500
3253,100,Truck,True,True,DETECTED,1000,15500
3254,100,Truck,True,True,DETECTED,1000,15500
3255,100,Truck,True,True,DETECTED,1000,15500
3256,100,Truck,True,True,DETECTED,1000,15500
3257,100,Truck,True,True,DETECTED,1000,15500
3258,100,Truck,True,True,DETECTED,1000,15500
3259,100,Truck,True,True,DETECTED,1000,15500
3260,100,Truck,True,True,DETECTED,1000,15500
3261,100,Truck,True,True,DETECTED,1000,15500
3262,100,Truck,True,True,DETECTED,1000,15500
3263,100,Truck,True,True,DETECTED,1000,15500
3264,100,Truck,True,True,DETECTED,1000,15500
3265,100,Truck,True,True,DETECTED,1000,15500
3266,100,Truck,True,True,DETECTED,1000,15500
3267,100,Truck,True,True,DETECTED,1000,15500
3268,100,Truck,True,True,DETECTED,1000,15500
3269,100,Truck,True,True,DETECTED,1000,15500
3270,100,Truck,True,True,DETECTED,1000,15500
3271,100,Truck,True,True,DETECTED,1000,15500
3272,100,Truck,True,True,DETECTED,1000,15500
3273,100,Truck,True,True,DETECTED,1000,15500
3274,100,Truck,True,True,DETECTED,1000,15500
3275,100,Truck,True,True,DETECTED,1000,15500
3276,100,Truck,True,True,DETECTED,1000,15500
3277,100,Truck,True,True,DETECTED,1000,15500
3278,100,Truck,True,True,DETECTED,1000,15500
3279,100,Truck,True,True,DETECTED,1000,15500
3280,100,Truck,True,True,DETECTED,1000,15500
3281,100,Truck,True,True,DETECTED,1000,15500
3282,100,Truck,True,True,DETECTED,1000,15500
3283,97,Truck,True,True,DETECTED,1000,15500
3284,97,Truck,True,True,DETECTED,1000,15500
3285,97,Truck,True,True,DETECTED,1000,15500
3286,100,Truck,True,True,DETECTED,1000,15500
3286,97,Truck,True,True,DETECTED,1000,15500
3287,100,Truck,True,True,DETECTED,1000,15500
3287,97,Truck,True,True,DETECTED,1000,15500
3288,97,Truck,True,True,DETECTED,1000,15500
3291,100,Truck,True,True,DETECTED,1000,15500
3292,100,Truck,True,True,DETECTED,1000,15500
3293,100,Truck,True,True,DETECTED,1000,15500
3294,100,Truck,True,True,DETECTED,1000,15500
3295,100,Truck,True,True,DETECTED,1000,15500
3295,97,Truck,True,True,DETECTED,1000,15500
3296,100,Truck,True,True,DETECTED,1000,15500
3296,97,Truck,True,True,DETECTED,1000,15500
3297,100,Truck,True,True,DETECTED,1000,15500
3297,97,Truck,True,True,DETECTED,1000,15500
3298,100,Truck,True,True,DETECTED,1000,15500
3298,97,Truck,True,True,DETECTED,1000,15500
3299,100,Truck,True,True,DETECTED,1000,15500
3299,97,Truck,True,True,DETECTED,1000,15500
3300,100,Truck,True,True,DETECTED,1000,15500
3300,97,Truck,True,True,DETECTED,1000,15500
3301,100,Truck,True,True,DETECTED,1000,15500
3301,97,Truck,True,True,DETECTED,1000,15500
3302,100,Truck,True,True,DETECTED,1000,15500
3303,100,Truck,True,True,DETECTED,1000,15500
3304,100,Truck,True,True,DETECTED,1000,15500
3305,100,Truck,True,True,DETECTED,1000,15500
3306,100,Truck,True,True,DETECTED,1000,15500
3307,100,Truck,True,True,DETECTED,1000,15500
3308,100,Truck,True,True,DETECTED,1000,15500
3309,100,Truck,True,False,,1000,15500
3309,97,Truck,True,True,DETECTED,1000,15500
3310,100,Truck,True,False,,1000,15500
3310,97,Truck,True,False,,1000,15500
3311,100,Truck,True,False,,1000,15500
3312,100,Truck,True,True,DETECTED,1000,15500
3313,100,Truck,True,True,DETECTED,1000,15500
3314,100,Truck,True,False,,1000,15500
3315,100,Truck,True,False,,1000,15500
3316,100,Truck,True,True,DETECTED,1000,15500
3317,100,Truck,True,False,,1000,15500
3318,100,Truck,True,False,,1000,15500
3318,97,Truck,True,True,DETECTED,1000,15500
3319,100,Truck,True,True,DETECTED,1000,15500
3319,97,Truck,True,False,,1000,15500
3320,100,Truck,True,True,DETECTED,1000,15500
3320,97,Truck,True,True,DETECTED,1000,15500
3321,97,Truck,True,True,DETECTED,1000,15500
3322,97,Truck,True,True,DETECTED,1000,15500
3323,97,Truck,True,True,DETECTED,1000,15500
3324,97,Truck,True,True,DETECTED,1000,15500
3325,97,Truck,True,False,,1000,15500
3326,97,Truck,True,True,DETECTED,1000,15500
3327,97,Truck,True,True,DETECTED,1000,15500
3328,100,Truck,True,False,,1000,15500
3331,97,Truck,True,True,DETECTED,1000,15500
3332,97,Truck,True,True,DETECTED,1000,15500
3333,97,Truck,True,True,DETECTED,1000,15500
3334,97,Truck,True,True,DETECTED,1000,15500
3335,97,Truck,True,True,DETECTED,1000,15500
3336,97,Truck,True,True,DETECTED,1000,15500
3337,97,Truck,True,True,DETECTED,1000,15500
3338,97,Truck,True,True,DETECTED,1000,15500
3339,97,Truck,True,True,DETECTED,1000,15500
3340,97,Truck,True,True,DETECTED,1000,15500
3341,97,Truck,True,True,DETECTED,1000,15500
3342,97,Truck,True,True,DETECTED,1000,15500
3343,97,Truck,True,True,DETECTED,1000,15500
3344,97,Truck,True,True,DETECTED,1000,15500
3345,97,Truck,True,True,DETECTED,1000,15500
3346,97,Truck,True,True,DETECTED,1000,15500
3347,97,Truck,True,True,DETECTED,1000,15500
3348,97,Truck,True,True,DETECTED,1000,15500
3349,97,Truck,True,True,DETECTED,1000,15500
3350,97,Truck,True,False,,1000,15500
3351,97,Truck,True,False,,1000,15500
3352,97,Truck,True,False,,1000,15500
3353,97,Truck,True,False,,1000,15500
3354,97,Truck,True,False,,1000,15500
3355,97,Truck,True,False,,1000,15500
3356,97,Truck,True,False,,1000,15500
3357,97,Truck,True,False,,1000,15500
3358,97,Truck,True,False,,1000,15500
3359,97,Truck,True,False,,1000,15500
3360,97,Truck,True,False,,1000,15500
3361,97,Truck,True,False,,1000,15500
3362,97,Truck,True,False,,1000,15500
3363,97,Truck,True,False,,1000,15500
3364,97,Truck,True,False,,1000,15500
3365,97,Truck,True,False,,1000,15500
3366,97,Truck,True,False,,1000,15500
3367,-1,None,False,False,,0,15500
3368,-1,None,False,False,,0,15500
3369,97,Truck,True,False,,1000,15500
3370,97,Truck,True,False,,1000,15500
3371,97,Truck,True,False,,1000,15500
3372,-1,None,False,False,,0,15500
3373,-1,None,False,False,,0,15500
3374,-1,None,False,False,,0,15500
3375,-1,None,False,False,,0,15500
3376,-1,None,False,False,,0,15500
3377,-1,None,False,False,,0,15500
3378,-1,None,False,False,,0,15500
3379,-1,None,False,False,,0,15500
3380,-1,None,False,False,,0,15500
3381,-1,None,False,False,,0,15500
3382,-1,None,False,False,,0,15500
3383,-1,None,False,False,,0,15500
3384,-1,None,False,False,,0,15500
3385,-1,None,False,False,,0,15500
3386,-1,None,False,False,,0,15500
3387,-1,None,False,False,,0,15500
3388,-1,None,False,False,,0,15500
3389,-1,None,False,False,,0,15500
3390,-1,None,False,False,,0,15500
3391,-1,None,False,False,,0,15500
3392,-1,None,False,False,,0,15500
3393,-1,None,False,False,,0,15500
3394,-1,None,False,False,,0,15500
3395,-1,None,False,False,,0,15500
3396,-1,None,False,False,,0,15500
3397,-1,None,False,False,,0,15500
3398,-1,None,False,False,,0,15500
3399,-1,None,False,False,,0,15500
3400,-1,None,False,False,,0,15500
3401,-1,None,False,False,,0,15500
3402,-1,None,False,False,,0,15500
3403,-1,None,False,False,,0,15500
3404,-1,None,False,False,,0,15500
3405,-1,None,False,False,,0,15500
3406,-1,None,False,False,,0,15500
3407,-1,None,False,False,,0,15500
3408,-1,None,False,False,,0,15500
3409,-1,None,False,False,,0,15500
3410,-1,None,False,False,,0,15500
3411,-1,None,False,False,,0,15500
3412,-1,None,False,False,,0,15500
3413,-1,None,False,False,,0,15500
3414,-1,None,False,False,,0,15500
3415,-1,None,False,False,,0,15500
3416,-1,None,False,False,,0,15500
3417,-1,None,False,False,,0,15500
3418,-1,None,False,False,,0,15500
3419,-1,None,False,False,,0,15500
3420,-1,None,False,False,,0,15500
3421,-1,None,False,False,,0,15500
3422,-1,None,False,False,,0,15500
3423,-1,None,False,False,,0,15500
3424,97,Truck,True,False,,1000,15500
3425,97,Truck,True,False,,1000,15500
3426,97,Truck,True,False,,1000,15500
3427,97,Truck,True,False,,1000,15500
3428,97,Truck,True,False,,1000,15500
3429,97,Truck,True,False,,1000,15500
3430,97,Truck,True,False,,1000,15500
3431,97,Truck,True,False,,1000,15500
3432,97,Truck,True,False,,1000,15500
3433,97,Truck,True,False,,1000,15500
3434,97,Truck,True,False,,1000,15500
3435,97,Truck,True,False,,1000,15500
3436,97,Truck,True,False,,1000,15500
3437,97,Truck,True,False,,1000,15500
3438,97,Truck,True,False,,1000,15500
3439,97,Truck,True,False,,1000,15500
3440,97,Truck,True,False,,1000,15500
3441,97,Truck,True,False,,1000,15500
3442,97,Truck,True,False,,1000,15500
3443,97,Truck,True,False,,1000,15500
3444,97,Truck,True,False,,1000,15500
3445,97,Truck,True,False,,1000,15500
3446,97,Truck,True,False,,1000,15500
3447,97,Truck,True,False,,1000,15500
3448,-1,None,False,False,,0,15500
3449,97,Truck,True,False,,1000,15500
3450,97,Truck,True,False,,1000,15500
3451,97,Truck,True,False,,1000,15500
3452,97,Truck,True,False,,1000,15500
3453,-1,None,False,False,,0,15500
3454,-1,None,False,False,,0,15500
3455,-1,None,False,False,,0,15500
3456,-1,None,False,False,,0,15500
3457,-1,None,False,False,,0,15500
3458,-1,None,False,False,,0,15500
3459,-1,None,False,False,,0,15500
3460,-1,None,False,False,,0,15500
3461,-1,None,False,False,,0,15500
3462,-1,None,False,False,,0,15500
3463,-1,None,False,False,,0,15500
3464,-1,None,False,False,,0,15500
3465,-1,None,False,False,,0,15500
3466,-1,None,False,False,,0,15500
3467,-1,None,False,False,,0,15500
3468,-1,None,False,False,,0,15500
3469,-1,None,False,False,,0,15500
3470,-1,None,False,False,,0,15500
3471,-1,None,False,False,,0,15500
3472,-1,None,False,False,,0,15500
3473,-1,None,False,False,,0,15500
3474,-1,None,False,False,,0,15500
3475,-1,None,False,False,,0,15500
3476,-1,None,False,False,,0,15500
3477,-1,None,False,False,,0,15500
3478,-1,None,False,False,,0,15500
3479,-1,None,False,False,,0,15500
3480,-1,None,False,False,,0,15500
3481,-1,None,False,False,,0,15500
3482,-1,None,False,False,,0,15500
3483,-1,None,False,False,,0,15500
3484,-1,None,False,False,,0,15500
3485,-1,None,False,False,,0,15500
3486,-1,None,False,False,,0,15500
3487,-1,None,False,False,,0,15500
3488,-1,None,False,False,,0,15500
3489,-1,None,False,False,,0,15500
3490,-1,None,False,False,,0,15500
3491,-1,None,False,False,,0,15500
3492,-1,None,False,False,,0,15500
3493,-1,None,False,False,,0,15500
3494,-1,None,False,False,,0,15500
3495,97,Truck,True,False,,1000,15500
3496,-1,None,False,False,,0,15500
3497,-1,None,False,False,,0,15500
3498,-1,None,False,False,,0,15500
3499,-1,None,False,False,,0,15500
3500,97,Truck,True,False,,1000,15500
3501,97,Truck,True,False,,1000,15500
3502,-1,None,False,False,,0,15500
3503,-1,None,False,False,,0,15500
3504,-1,None,False,False,,0,15500
3505,-1,None,False,False,,0,15500
3506,-1,None,False,False,,0,15500
3507,-1,None,False,False,,0,15500
3508,-1,None,False,False,,0,15500
3509,-1,None,False,False,,0,15500
3510,-1,None,False,False,,0,15500
3511,-1,None,False,False,,0,15500
3512,-1,None,False,False,,0,15500
3513,-1,None,False,False,,0,15500
3514,97,Truck,True,False,,1000,15500
3515,-1,None,False,False,,0,15500
3516,-1,None,False,False,,0,15500
3517,97,Truck,True,False,,1000,15500
3518,97,Truck,True,False,,1000,15500
3519,97,Truck,True,False,,1000,15500
3520,97,Truck,True,False,,1000,15500
3521,97,Truck,True,False,,1000,15500
3522,-1,None,False,False,,0,15500
3523,97,Truck,True,False,,1000,15500
3524,-1,None,False,False,,0,15500
3525,97,Truck,True,False,,1000,15500
3526,97,Truck,True,False,,1000,15500
3527,97,Truck,True,False,,1000,15500
3528,97,Truck,True,False,,1000,15500
3529,97,Truck,True,False,,1000,15500
3530,97,Truck,True,False,,1000,15500
3531,97,Truck,True,False,,1000,15500
3532,-1,None,False,False,,0,15500
3533,97,Truck,True,False,,1000,15500
3534,97,Truck,True,False,,1000,15500
3535,97,Truck,True,False,,1000,15500
3536,97,Truck,True,False,,1000,15500
3537,-1,None,False,False,,0,15500
3538,97,Truck,True,False,,1000,15500
3539,97,Truck,True,False,,1000,15500
3540,97,Truck,True,False,,1000,15500
3541,97,Truck,True,False,,1000,15500
3542,97,Truck,True,False,,1000,15500
3543,97,Truck,True,False,,1000,15500
3544,97,Truck,True,False,,1000,15500
3545,-1,None,False,False,,0,15500
3546,97,Truck,True,False,,1000,15500
3547,97,Truck,True,False,,1000,15500
3548,-1,None,False,False,,0,15500
3549,-1,None,False,False,,0,15500
3550,-1,None,False,False,,0,15500
3551,-1,None,False,False,,0,15500
3552,97,Bus,True,False,,750,15500
3553,97,Bus,True,False,,750,15500
3554,-1,None,False,False,,0,15500
3555,-1,None,False,False,,0,15500
3556,97,Bus,True,False,,750,15500
3557,-1,None,False,False,,0,15500
3558,-1,None,False,False,,0,15500
3559,-1,None,False,False,,0,15500
3560,-1,None,False,False,,0,15500
3561,-1,None,False,False,,0,15500
3562,-1,None,False,False,,0,15500
3563,-1,None,False,False,,0,15500
3564,-1,None,False,False,,0,15500
3565,-1,None,False,False,,0,15500
3566,-1,None,False,False,,0,15500
3567,-1,None,False,False,,0,15500
3568,-1,None,False,False,,0,15500
3569,-1,None,False,False,,0,15500
3570,-1,None,False,False,,0,15500
3571,-1,None,False,False,,0,15500
3572,-1,None,False,False,,0,15500
3573,-1,None,False,False,,0,15500
3574,-1,None,False,False,,0,15500
3575,-1,None,False,False,,0,15500
3576,-1,None,False,False,,0,15500
3577,-1,None,False,False,,0,15500
3578,-1,None,False,False,,0,15500
3579,-1,None,False,False,,0,15500
3580,-1,None,False,False,,0,15500
3581,-1,None,False,False,,0,15500
3582,-1,None,False,False,,0,15500
3583,-1,None,False,False,,0,15500
3584,-1,None,False,False,,0,15500
3585,-1,None,False,False,,0,15500
3586,-1,None,False,False,,0,15500
3587,-1,None,False,False,,0,15500
3588,-1,None,False,False,,0,15500
3589,-1,None,False,False,,0,15500
3590,-1,None,False,False,,0,15500
3591,-1,None,False,False,,0,15500
3592,-1,None,False,False,,0,15500
3593,-1,None,False,False,,0,15500
3594,-1,None,False,False,,0,15500
3595,-1,None,False,False,,0,15500
3596,-1,None,False,False,,0,15500
3597,-1,None,False,False,,0,15500
3598,-1,None,False,False,,0,15500
3599,-1,None,False,False,,0,15500
3600,-1,None,False,False,,0,15500
3601,-1,None,False,False,,0,15500
3602,-1,None,False,False,,0,15500
3603,-1,None,False,False,,0,15500
3604,-1,None,False,False,,0,15500
3605,-1,None,False,False,,0,15500
3606,-1,None,False,False,,0,15500
3607,-1,None,False,False,,0,15500
3608,-1,None,False,False,,0,15500
3609,-1,None,False,False,,0,15500
3610,-1,None,False,False,,0,15500
3611,-1,None,False,False,,0,15500
3612,-1,None,False,False,,0,15500
3613,-1,None,False,False,,0,15500
3614,-1,None,False,False,,0,15500
3615,-1,None,False,False,,0,15500
3616,-1,None,False,False,,0,15500
3617,-1,None,False,False,,0,15500
3618,-1,None,False,False,,0,15500
3619,-1,None,False,False,,0,15500
3620,-1,None,False,False,,0,15500
3621,-1,None,False,False,,0,15500
3622,-1,None,False,False,,0,15500
3623,-1,None,False,False,,0,15500
3624,-1,None,False,False,,0,15500
3625,-1,None,False,False,,0,15500
3626,-1,None,False,False,,0,15500
3627,-1,None,False,False,,0,15500
3628,-1,None,False,False,,0,15500
3629,-1,None,False,False,,0,15500
3630,-1,None,False,False,,0,15500
3631,-1,None,False,False,,0,15500
