frame,vehicle_id,vehicle_type,detected,plate_detected,plate_text,individual_toll,total_toll
2414,86,Car,True,True,AEJ-108,500,4000
2415,86,Car,True,True,AEJ-108,500,4000
2416,86,Car,True,True,AEJ-108,500,4000
2417,86,Car,True,True,AEJ-108,500,4000
2418,86,Car,True,True,AEJ-108,500,4000
2419,86,Car,True,True,AEJ-108,500,4000
2420,86,Car,True,True,AEJ-108,500,4000
2421,86,Car,True,True,AEJ-108,500,4000
2422,86,Car,True,True,AEJ-108,500,4000
2423,86,Car,True,True,AEJ-108,500,4000
2424,86,Car,True,True,AEJ-108,500,4000
2425,86,Car,True,True,AEJ-108,500,4000
2426,86,Car,True,True,AEJ-108,500,4000
2427,86,Car,True,True,AEJ-108,500,4000
2428,86,Car,True,True,AEJ-108,500,4000
2429,86,Car,True,True,AEJ-108,500,4000
2430,86,Car,True,True,AEJ-108,500,4000
2431,86,Car,True,True,AEJ-108,500,4000
2432,86,Car,True,True,AEJ-108,500,4000
2433,86,Car,True,True,AEJ-108,500,4000
2434,86,Car,True,True,AEJ-108,500,4000
2435,86,Car,True,True,AEJ-108,500,4000
2436,86,Car,True,True,AEJ-108,500,4000
2437,86,Car,True,True,AEJ-108,500,4000
2438,86,Car,True,True,AEJ-108,500,4000
2439,86,Car,True,True,AEJ-108,500,4000
2440,86,Car,True,True,AEJ-108,500,4000
2441,86,Car,True,True,AEJ-108,500,4000
2442,86,Car,True,True,AEJ-108,500,4000
2443,86,Car,True,True,AEJ-108,500,4000
2444,86,Car,True,True,AEJ-108,500,4000
2445,86,Car,True,True,AEJ-108,500,4000
2446,86,Car,True,True,AEJ-108,500,4000
2447,86,Car,True,True,AEJ-108,500,4000
2448,86,Car,True,True,AEJ-108,500,4000
2449,86,Car,True,True,AEJ-108,500,4000
2450,86,Car,True,True,AEJ-108,500,4000
2451,86,Car,True,True,AEJ-108,500,4000
2452,86,Car,True,True,AEJ-108,500,4000
2453,86,Car,True,True,AEJ-108,500,4000
2454,89,Car,True,True,,500,4000
2455,89,Car,True,True,,500,4000
2456,89,Car,True,True,,500,4000
2457,89,Car,True,True,,500,4000
2458,89,Car,True,True,,500,4000
2459,89,Car,True,True,,500,4000
2460,89,Car,True,True,,500,4000
2461,89,Car,True,True,,500,4000
2462,89,Car,True,True,,500,4000
2463,89,Car,True,True,,500,4000
2464,89,Car,True,True,,500,4000
2465,89,Car,True,True,,500,4000
2466,89,Car,True,True,,500,4000
2467,89,Car,True,True,,500,4000
2468,89,Car,True,True,,500,4000
2469,89,Car,True,True,,500,4000
2470,89,Car,True,True,,500,4000
2471,89,Car,True,True,,500,4000
2472,89,Car,True,True,,500,4000
2473,89,Car,True,True,,500,4000
2474,89,Car,True,True,,500,4000
2475,89,Car,True,True,,500,4000
2476,89,Car,True,True,,500,4000
2477,89,Car,True,True,,500,4000
2478,89,Car,True,True,,500,4000
2479,89,Car,True,True,,500,4000
2480,89,Car,True,True,,500,4000
2481,89,Car,True,True,,500,4000
2482,89,Car,True,True,,500,4000
2483,89,Car,True,True,,500,4000
2484,89,Car,True,True,,500,4000
2485,89,Car,True,True,,500,4000
2486,89,Car,True,True,,500,4000
2487,89,Car,True,True,,500,4000
2488,89,Car,True,True,,500,4000
2489,89,Car,True,True,,500,4000
2490,89,Car,True,True,,500,4000
2491,89,Car,True,True,,500,4000
2492,89,Car,True,True,,500,4000
2493,89,Car,True,True,,500,4000
2494,89,Car,True,True,,500,4000
2495,89,Car,True,True,,500,4000
2496,89,Car,True,True,,500,4000
2497,89,Car,True,True,ABA-366,500,4000
2498,89,Car,True,True,ABA-366,500,4000
2499,89,Car,True,True,ABA-366,500,4000
2500,89,Car,True,True,ABA-366,500,4000
2501,89,Car,True,True,ABA-366,500,4000
2502,89,Car,True,True,ABA-366,500,4000
2503,89,Car,True,True,ABA-366,500,4000
2504,89,Car,True,True,ABA-366,500,4000
2505,89,Car,True,True,ABA-366,500,4000
2506,89,Car,True,True,ABA-366,500,4000
2507,89,Car,True,True,ABA-366,500,4000
2508,89,Car,True,True,ABA-366,500,4000
2509,89,Car,True,True,ABA-366,500,4000
2510,89,Car,True,True,ABA-366,500,4000
2511,89,Car,True,True,ABA-366,500,4000
2512,89,Car,True,True,ABA-366,500,4000
2513,89,Car,True,True,ABA-366,500,4000
2514,89,Car,True,True,ABA-366,500,4000
2515,89,Car,True,True,ABA-366,500,4000
2516,89,Car,True,True,ABA-366,500,4000
2517,89,Car,True,True,ABA-366,500,4000
2518,89,Car,True,True,ABA-366,500,4000
2519,89,Car,True,True,ABA-366,500,4000
2520,89,Car,True,True,ABA-366,500,4000
2521,89,Car,True,True,ABA-366,500,4000
2522,89,Car,True,True,ABA-366,500,4000
2523,89,Car,True,True,ABA-366,500,4000
2524,89,Car,True,True,ABA-366,500,4000
2525,89,Car,True,True,ABA-366,500,4000
2526,89,Car,True,True,ABA-366,500,4000
2527,89,Car,True,True,ABA-366,500,4000
2528,89,Car,True,True,ABA-366,500,4000
2529,89,Car,True,True,ABA-366,500,4000
2530,89,Car,True,True,ABA-366,500,4000
2531,89,Car,True,True,ABA-366,500,4000
2532,89,Car,True,True,ABA-366,500,4000
2533,89,Car,True,True,ABA-366,500,4000
2534,89,Car,True,True,ABA-366,500,4000
2535,89,Car,True,True,ABA-366,500,4000
2536,89,Car,True,True,ABA-366,500,4000
2537,89,Car,True,True,ABA-366,500,4000
2538,89,Car,True,True,ABA-366,500,4000
2539,89,Car,True,True,ABA-366,500,4000
2540,89,Car,True,True,ABA-366,500,4000
2541,89,Car,True,True,ABA-366,500,4000
2542,89,Car,True,True,ABA-366,500,4000
2543,89,Car,True,True,ABA-366,500,4000
2544,89,Car,True,True,ABA-366,500,4000
2545,89,Car,True,True,ABA-366,500,4000
2546,89,Car,True,True,ABA-366,500,4500
2547,89,Car,True,True,ABA-366,500,4500
2548,89,Car,True,True,ABA-366,500,4500
2549,89,Car,True,True,ABA-366,500,4500
2550,89,Car,True,True,ABA-366,500,4500
2551,89,Car,True,True,ABA-366,500,4500
2552,89,Car,True,True,ABA-366,500,4500
2553,89,Car,True,True,ABA-366,500,4500
2554,89,Car,True,True,ABA-366,500,4500
2555,89,Car,True,True,ABA-366,500,4500
2556,89,Car,True,True,ABA-366,500,4500
2557,89,Car,True,True,ABA-366,500,4500
2558,89,Car,True,True,ABA-366,500,4500
2559,89,Car,True,True,ABA-366,500,4500
2560,89,Car,True,True,ABA-366,500,4500
2561,89,Car,True,True,ABA-366,500,4500
2562,89,Car,True,True,ABA-366,500,4500
2563,89,Car,True,True,ABA-366,500,4500
2564,89,Car,True,True,ABA-366,500,4500
2565,89,Car,True,True,ABA-366,500,4500
2566,89,Car,True,True,ABA-366,500,4500
2567,89,Car,True,True,ABA-366,500,4500
2568,89,Car,True,True,ABA-366,500,4500
2569,89,Car,True,True,ABA-366,500,4500
2570,89,Car,True,True,ABA-366,500,4500
2571,89,Car,True,True,ABA-366,500,4500
2572,89,Car,True,True,ABA-366,500,4500
2573,89,Car,True,True,ABA-366,500,4500
2574,89,Car,True,True,ABA-366,500,4500
2575,89,Car,True,True,ABA-366,500,4500
2576,89,Car,True,True,ABA-366,500,4500
2577,89,Car,True,True,ABA-366,500,4500
2578,89,Car,True,True,ABA-366,500,4500
2579,89,Car,True,True,ABA-366,500,4500
2580,89,Car,True,True,ABA-366,500,4500
2581,89,Car,True,True,ABA-366,500,4500
2582,89,Car,True,True,ABA-366,500,4500
2583,89,Car,True,True,ABA-366,500,4500
2584,89,Car,True,True,ABA-366,500,4500
2585,89,Car,True,True,ABA-366,500,4500
2586,89,Car,True,True,ABA-366,500,4500
2587,89,Car,True,True,ABA-366,500,4500
2588,89,Car,True,True,ABA-366,500,4500
2589,89,Car,True,True,ABA-366,500,4500
2590,89,Car,True,True,ABA-366,500,4500
2591,89,Car,True,True,ABA-366,500,4500
2592,89,Car,True,True,ABA-366,500,4500
2593,89,Car,True,True,ABA-366,500,4500
2594,89,Car,True,True,ABA-366,500,4500
2595,89,Car,True,True,ABA-366,500,4500
2596,89,Car,True,True,ABA-366,500,4500
2597,89,Car,True,True,ABA-366,500,4500
2598,89,Car,True,True,ABA-366,500,4500
2599,89,Car,True,True,ABA-366,500,4500
2600,89,Car,True,True,ABA-366,500,4500
2601,89,Car,True,True,ABA-366,500,4500
2602,89,Car,True,True,ABA-366,500,4500
2603,89,Car,True,True,ABA-366,500,4500
2604,89,Car,True,True,ABA-366,500,4500
2605,89,Car,True,True,ABA-366,500,4500
2606,89,Car,True,True,ABA-366,500,4500
2607,89,Car,True,True,ABA-366,500,4500
2608,89,Car,True,True,ABA-366,500,4500
2609,89,Car,True,True,ABA-366,500,4500
2610,89,Car,True,True,ABA-366,500,4500
2611,89,Car,True,True,ABA-366,500,4500
2612,89,Car,True,True,ABA-366,500,4500
2613,89,Car,True,True,ABA-366,500,4500
2614,89,Car,True,True,ABA-366,500,4500
2615,89,Car,True,True,ABA-366,500,4500
2616,89,Car,True,True,ABA-366,500,4500
2617,89,Car,True,True,ABA-366,500,4500
2618,89,Car,True,True,ABA-366,500,4500
2619,89,Car,True,True,ABA-366,500,4500
2620,89,Car,True,True,ABA-366,500,4500
2621,89,Car,True,True,ABA-366,500,4500
2622,89,Car,True,True,ABA-366,500,4500
2623,89,Car,True,True,ABA-366,500,4500
2624,89,Car,True,True,ABA-366,500,4500
2625,89,Car,True,True,ABA-366,500,4500
2626,89,Car,True,True,ABA-366,500,4500
2627,89,Car,True,True,ABA-366,500,4500
2628,89,Car,True,True,ABA-366,500,4500
2629,89,Car,True,True,ABA-366,500,4500
2630,89,Car,True,True,ABA-366,500,4500
2631,89,Car,True,True,ABA-366,500,4500
2632,89,Car,True,True,ABA-366,500,4500
2633,89,Car,True,True,ABA-366,500,4500
2634,89,Car,True,True,ABA-366,500,4500
2635,89,Car,True,True,ABA-366,500,4500
2636,89,Car,True,True,ABA-366,500,4500
2637,89,Car,True,True,ABA-366,500,4500
2638,89,Car,True,True,ABA-366,500,4500
2639,89,Car,True,True,ABA-366,500,4500
2640,89,Car,True,True,ABA-366,500,4500
2641,89,Car,True,True,ABA-366,500,4500
2642,89,Car,True,True,ABA-366,500,4500
2643,89,Car,True,True,ABA-366,500,4500
2644,89,Car,True,True,ABA-366,500,4500
2645,89,Car,True,True,ABA-366,500,4500
2646,89,Car,True,True,ABA-366,500,4500
2647,89,Car,True,True,ABA-366,500,4500
2648,89,Car,True,True,ABA-366,500,4500
2649,89,Car,True,True,ABA-366,500,4500
2650,89,Car,True,True,ABA-366,500,4500
2651,89,Car,True,True,ABA-366,500,4500
2652,89,Car,True,True,ABA-366,500,4500
2653,89,Car,True,True,ABA-366,500,4500
2654,89,Car,True,True,ABA-366,500,4500
2655,89,Car,True,True,ABA-366,500,4500
2656,89,Car,True,True,ABA-366,500,4500
2657,89,Car,True,True,ABA-366,500,4500
2658,89,Car,True,True,ABA-366,500,4500
2659,89,Car,True,True,ABA-366,500,4500
2660,89,Car,True,True,ABA-366,500,4500
2661,89,Car,True,True,ABA-366,500,4500
2662,89,Car,True,True,ABA-366,500,4500
2663,89,Car,True,True,ABA-366,500,4500
2664,89,Car,True,True,ABA-366,500,4500
2665,89,Car,True,True,ABA-366,500,4500
2666,89,Car,True,True,ABA-366,500,4500
2667,89,Car,True,True,ABA-366,500,4500
2668,89,Car,True,True,ABA-366,500,4500
2669,89,Car,True,True,ABA-366,500,4500
2670,89,Car,True,True,ABA-366,500,4500
2671,89,Car,True,True,ABA-366,500,4500
